ecmf prod rf 2013081300 20150813 11 046
0024 em 00  0.156 -0.263  0.306 3
0216 pf 09 -0.059  0.700  0.703 7
0216 pf 10 -1.211  1.157  1.675 8
0240 em 00 -0.842  0.784  1.151 8
0240 cf 00 -0.554  0.975  1.121 7
0240 pf 01 -0.518  0.587  0.783 7
0240 pf 02 -1.439  0.943  1.721 8
0240 pf 03 -0.911  0.652  1.120 8
0240 pf 04 -0.957  0.255  0.990 8
0240 pf 05 -0.715  0.703  1.003 8
0240 pf 06 -0.873  0.691  1.114 8
0240 pf 07 -1.029  0.899  1.367 8
0240 pf 08 -0.762  0.747  1.067 8
0240 pf 09 -0.128  0.887  0.896 7
0240 pf 10 -1.347  1.261  1.846 8
0264 em 00 -0.931  0.663  1.143 8
0264 cf 00 -0.687  0.823  1.072 7
0264 pf 01 -0.757  0.516  0.916 8
0264 pf 02 -1.567  0.855  1.785 8
0264 pf 03 -0.686  0.520  0.861 8
0264 pf 04 -0.664  0.363  0.756 8
0264 pf 05 -0.891  0.446  0.996 8
0264 pf 06 -0.863  0.716  1.121 8
0264 pf 07 -1.241  0.638  1.395 8
0264 pf 08 -1.152  0.469  1.244 8
0264 pf 09 -0.118  0.635  0.646 7
0264 pf 10 -1.556  1.299  2.027 8
0288 em 00 -1.086  0.587  1.234 8
0288 cf 00 -0.764  0.804  1.109 7
0288 pf 01 -0.776  0.421  0.883 8
0288 pf 02 -1.809  0.801  1.978 8
0288 pf 03 -0.645  0.676  0.935 7
0288 pf 04 -0.771  0.086  0.776 8
0288 pf 05 -0.905  0.281  0.948 8
0288 pf 06 -0.913  0.664  1.129 8
0288 pf 07 -1.465  0.481  1.542 8
0288 pf 08 -1.545  0.338  1.581 8
0288 pf 09 -0.448  0.583  0.735 7
0288 pf 10 -1.824  1.318  2.250 8
0312 em 00 -1.185  0.686  1.369 8
0312 cf 00 -0.945  0.709  1.181 8
0312 pf 01 -0.986  0.734  1.229 8
0312 pf 02 -1.784  0.731  1.928 8
0312 pf 03 -0.670  0.894  1.117 7
0312 pf 04 -0.949  0.112  0.955 8
0312 pf 05 -1.107  0.388  1.173 8
0312 pf 06 -0.530  0.677  0.860 7
0312 pf 07 -1.341  0.376  1.393 8
0312 pf 08 -1.979  0.782  2.128 8
0312 pf 09 -0.612  0.674  0.910 7
0312 pf 10 -2.022  1.452  2.489 8
0336 em 00 -1.238  0.700  1.422 8
0336 cf 00 -1.102  0.508  1.213 8
0336 pf 01 -0.994  0.639  1.182 8
0336 pf 02 -1.758  0.761  1.915 8
0336 pf 03 -0.521  1.030  1.154 7
0336 pf 04 -0.936  0.137  0.946 8
0336 pf 05 -1.420  0.093  1.423 8
0336 pf 06 -0.779  0.778  1.101 8
0336 pf 07 -1.114  0.556  1.245 8
0336 pf 08 -2.107  0.939  2.307 8
0336 pf 09 -0.732  1.073  1.299 7
0336 pf 10 -2.054  1.167  2.362 8
0360 em 00 -1.212  0.560  1.335 8
0360 cf 00 -1.151  0.305  1.191 8
0360 pf 01 -0.689  0.542  0.876 8
0360 pf 02 -1.933  0.503  1.997 8
0360 pf 03 -0.576  0.997  1.152 7
0360 pf 04 -0.722  0.099  0.728 8
0360 pf 05 -1.569 -0.236  1.587 1
0360 pf 06 -1.219  0.614  1.364 8
0360 pf 07 -1.401  0.461  1.475 8
0360 pf 08 -1.703  0.998  1.974 8
0360 pf 09 -0.787  1.064  1.323 7
0360 pf 10 -1.487  0.811  1.694 8
0384 em 00 -1.188  0.432  1.264 8
0384 cf 00 -0.990  0.325  1.042 8
0384 pf 01 -0.720  0.168  0.740 8
0384 pf 02 -2.031  0.470  2.085 8
0384 pf 03 -0.568  0.912  1.074 7
0384 pf 04 -0.542 -0.096  0.551 1
0384 pf 05 -1.755 -0.241  1.772 1
0384 pf 06 -1.267  0.419  1.334 8
0384 pf 07 -1.357  0.303  1.391 8
0384 pf 08 -1.399  0.927  1.679 8
0384 pf 09 -1.009  0.881  1.340 8
0384 pf 10 -1.353  0.719  1.532 8
0408 em 00 -1.205  0.228  1.226 8
0408 cf 00 -0.965  0.188  0.984 8
0408 pf 01 -0.594 -0.044  0.596 1
0408 pf 02 -2.201  0.460  2.249 8
0408 pf 03 -0.828  0.761  1.124 8
0408 pf 04 -0.620 -0.079  0.625 1
0408 pf 05 -1.510 -0.429  1.569 1
0408 pf 06 -1.349 -0.064  1.350 1
0408 pf 07 -1.277  0.095  1.280 8
0408 pf 08 -1.415  0.563  1.523 8
0408 pf 09 -1.104  0.763  1.342 8
0408 pf 10 -1.357  0.347  1.401 8
0432 em 00 -1.222 -0.035  1.223 1
0432 cf 00 -0.819 -0.137  0.831 1
0432 pf 01 -0.473 -0.165  0.501 1
0432 pf 02 -2.213  0.283  2.231 8
0432 pf 03 -1.129  0.243  1.154 8
0432 pf 04 -0.522 -0.078  0.527 1
0432 pf 05 -1.541 -0.674  1.682 1
0432 pf 06 -1.390 -0.327  1.428 1
0432 pf 07 -1.457 -0.223  1.474 1
0432 pf 08 -1.567  0.141  1.573 8
0432 pf 09 -1.185  0.668  1.360 8
0432 pf 10 -1.133 -0.032  1.134 1
0456 em 00 -1.169 -0.289  1.204 1
0456 cf 00 -0.665 -0.515  0.841 1
0456 pf 01 -0.329 -0.144  0.359 1
0456 pf 02 -1.950 -0.255  1.967 1
0456 pf 03 -1.080  0.064  1.082 8
0456 pf 04 -0.315 -0.150  0.349 1
0456 pf 05 -1.730 -0.946  1.972 1
0456 pf 06 -1.358 -0.516  1.452 1
0456 pf 07 -1.546 -0.666  1.684 1
0456 pf 08 -1.700  0.066  1.701 8
0456 pf 09 -1.048  0.198  1.067 8
0456 pf 10 -1.125 -0.229  1.148 1
0480 em 00 -1.009 -0.527  1.139 1
0480 cf 00 -0.725 -0.704  1.011 1
0480 pf 01  0.382 -0.307  0.490 4
0480 pf 02 -1.920 -0.548  1.997 1
0480 pf 03 -0.897 -0.197  0.918 1
0480 pf 04  0.162 -0.355  0.390 3
0480 pf 05 -1.926 -0.997  2.169 1
0480 pf 06 -0.867 -0.552  1.027 1
0480 pf 07 -1.232 -0.964  1.565 1
0480 pf 08 -1.794 -0.359  1.829 1
0480 pf 09 -0.962 -0.013  0.962 1
0480 pf 10 -1.383 -0.708  1.553 1
0504 em 00 -0.847 -0.705  1.102 1
0504 cf 00 -0.835 -0.815  1.167 1
0504 pf 01  0.597 -0.591  0.840 4
0504 pf 02 -1.337 -0.763  1.540 1
0504 pf 03 -0.778 -0.348  0.852 1
0504 pf 04  0.510 -0.559  0.757 3
0504 pf 05 -2.131 -0.765  2.265 1
0504 pf 06 -0.511 -0.699  0.866 2
0504 pf 07 -0.980 -1.008  1.405 2
0504 pf 08 -1.670 -0.678  1.803 1
0504 pf 09 -0.871 -0.393  0.956 1
0504 pf 10 -1.405 -1.058  1.759 1
0528 em 00 -0.690 -0.693  0.978 2
0528 cf 00 -0.849 -0.936  1.263 2
0528 pf 01  0.657 -0.565  0.867 4
0528 pf 02 -0.825 -0.738  1.107 1
0528 pf 03 -0.501 -0.515  0.718 2
0528 pf 04  0.525 -0.364  0.639 4
0528 pf 05 -1.922 -0.665  2.034 1
0528 pf 06 -0.284 -0.578  0.644 2
0528 pf 07 -0.880 -1.000  1.332 2
0528 pf 08 -1.398 -0.814  1.617 1
0528 pf 09 -1.000 -0.376  1.068 1
0528 pf 10 -1.262 -1.036  1.632 1
0552 em 00 -0.515 -0.722  0.887 2
0552 cf 00 -0.882 -0.884  1.249 2
0552 pf 01  0.663 -0.515  0.839 4
0552 pf 02 -0.730 -1.152  1.364 2
0552 pf 03 -0.385 -0.665  0.769 2
0552 pf 04  0.734 -0.264  0.780 4
0552 pf 05 -1.638 -0.738  1.797 1
0552 pf 06 -0.159 -0.717  0.735 2
0552 pf 07 -0.694 -0.910  1.144 2
0552 pf 08 -1.200 -1.155  1.666 1
0552 pf 09 -0.418 -0.081  0.426 1
0552 pf 10 -1.091 -0.852  1.385 1
0576 em 00 -0.423 -0.549  0.694 2
0576 cf 00 -0.979 -0.856  1.300 1
0576 pf 01  0.731 -0.254  0.774 4
0576 pf 02 -0.749 -1.080  1.314 2
0576 pf 03 -0.159 -0.494  0.519 2
0576 pf 04  0.653  0.007  0.653 5
0576 pf 05 -1.451 -0.674  1.600 1
0576 pf 06 -0.208 -0.916  0.939 2
0576 pf 07 -0.736 -0.543  0.915 1
0576 pf 08 -0.678 -0.811  1.057 2
0576 pf 09 -0.538  0.093  0.546 8
0576 pf 10 -0.639 -0.546  0.840 1
0600 em 00 -0.253 -0.318  0.406 2
0600 cf 00 -0.948 -0.537  1.090 1
0600 pf 01  0.718 -0.138  0.731 4
0600 pf 02 -0.584 -0.833  1.018 2
0600 pf 03  0.119 -0.012  0.120 4
0600 pf 04  0.717  0.009  0.717 5
0600 pf 05 -1.340 -0.522  1.438 1
0600 pf 06 -0.075 -0.915  0.919 2
0600 pf 07 -0.183 -0.158  0.242 1
0600 pf 08 -0.262 -0.559  0.617 2
0600 pf 09 -0.685  0.139  0.699 8
0600 pf 10 -0.324 -0.042  0.326 1
0624 em 00 -0.082 -0.140  0.162 2
0624 cf 00 -0.654 -0.226  0.692 1
0624 pf 01  0.458  0.024  0.458 5
0624 pf 02 -0.589 -0.381  0.701 1
0624 pf 03  0.158  0.024  0.159 5
0624 pf 04  0.657  0.250  0.703 5
0624 pf 05 -1.036 -0.226  1.061 1
0624 pf 06 -0.037 -0.842  0.843 2
0624 pf 07  0.277 -0.158  0.318 4
0624 pf 08  0.116 -0.299  0.321 3
0624 pf 09 -0.568  0.167  0.592 8
0624 pf 10  0.286  0.050  0.290 5
0648 em 00  0.011 -0.044  0.045 3
0648 cf 00 -0.431 -0.169  0.463 1
0648 pf 01  0.102  0.165  0.194 6
0648 pf 02 -0.477 -0.320  0.574 1
0648 pf 03  0.232  0.044  0.236 5
0648 pf 04  0.430  0.263  0.504 5
0648 pf 05 -0.567  0.012  0.567 8
0648 pf 06  0.087 -0.657  0.663 3
0648 pf 07  0.275 -0.029  0.277 4
0648 pf 08  0.246  0.094  0.263 5
0648 pf 09 -0.638 -0.220  0.675 1
0648 pf 10  0.859  0.249  0.894 5
0672 em 00 -0.008  0.057  0.058 7
0672 cf 00 -0.532 -0.260  0.592 1
0672 pf 01 -0.134  0.293  0.322 7
0672 pf 02 -0.412 -0.188  0.453 1
0672 pf 03  0.418  0.348  0.544 5
0672 pf 04  0.257  0.376  0.455 6
0672 pf 05 -0.086  0.217  0.233 7
0672 pf 06 -0.148 -0.509  0.530 2
0672 pf 07  0.504  0.153  0.527 5
0672 pf 08  0.160  0.243  0.291 6
0672 pf 09 -0.925 -0.303  0.973 1
0672 pf 10  0.856  0.199  0.879 5
0696 em 00 -0.012  0.165  0.166 7
0696 cf 00 -0.491 -0.024  0.491 1
0696 pf 01 -0.495  0.553  0.743 7
0696 pf 02 -0.485  0.015  0.486 8
0696 pf 03  0.493  0.608  0.782 6
0696 pf 04  0.115  0.297  0.318 6
0696 pf 05  0.235  0.027  0.237 5
0696 pf 06  0.021 -0.285  0.286 3
0696 pf 07  0.905  0.383  0.983 5
0696 pf 08  0.069  0.343  0.350 6
0696 pf 09 -1.002 -0.437  1.093 1
0696 pf 10  0.563  0.295  0.636 5
0720 em 00 -0.001  0.227  0.227 7
0720 cf 00 -0.395  0.224  0.454 8
0720 pf 01 -0.423  0.308  0.524 8
0720 pf 02 -0.395  0.221  0.452 8
0720 pf 03  0.258  0.590  0.644 6
0720 pf 04  0.281  0.079  0.292 5
0720 pf 05  0.414  0.033  0.416 5
0720 pf 06 -0.101  0.247  0.267 7
0720 pf 07  1.054  0.604  1.215 5
0720 pf 08  0.122  0.279  0.304 6
0720 pf 09 -0.765 -0.321  0.829 1
0720 pf 10 -0.024  0.211  0.212 7
0744 em 00  0.106  0.241  0.263 6
0744 cf 00 -0.262  0.441  0.513 7
0744 pf 01 -0.336  0.548  0.643 7
0744 pf 02 -0.103  0.341  0.356 7
0744 pf 03  0.422  0.555  0.697 6
0744 pf 04  0.435 -0.099  0.446 4
0744 pf 05  0.292 -0.034  0.294 4
0744 pf 06 -0.118  0.262  0.287 7
0744 pf 07  0.885  0.368  0.958 5
0744 pf 08  0.139  0.201  0.245 6
0744 pf 09 -0.337  0.015  0.337 8
0744 pf 10  0.191  0.034  0.194 5
0768 em 00  0.242  0.255  0.352 6
0768 cf 00 -0.047  0.499  0.502 7
0768 pf 01 -0.185  0.304  0.356 7
0768 pf 02  0.303  0.131  0.330 5
0768 pf 03  0.670  0.787  1.033 6
0768 pf 04  0.686 -0.092  0.692 4
0768 pf 05  0.232  0.139  0.271 5
0768 pf 06 -0.269  0.244  0.363 8
0768 pf 07  0.920  0.531  1.062 5
0768 pf 08  0.157  0.450  0.476 6
0768 pf 09 -0.177 -0.047  0.183 1
0768 pf 10  0.427 -0.149  0.453 4
0792 em 00  0.283  0.314  0.423 6
0792 cf 00 -0.027  0.443  0.444 7
0792 pf 01 -0.294  0.580  0.650 7
0792 pf 02  0.414  0.238  0.478 5
0792 pf 03  0.442  1.106  1.191 6
0792 pf 04  0.727 -0.012  0.727 4
0792 pf 05  0.482  0.064  0.486 5
0792 pf 06 -0.300  0.364  0.472 7
0792 pf 07  0.680  0.590  0.901 5
0792 pf 08  0.375  0.533  0.652 6
0792 pf 09  0.145 -0.177  0.229 3
0792 pf 10  0.528 -0.298  0.607 4
0816 em 00  0.332  0.396  0.517 6
0816 cf 00 -0.058  0.453  0.457 7
0816 pf 01 -0.259  0.661  0.710 7
0816 pf 02  0.231  0.010  0.231 5
0816 pf 03  0.074  1.125  1.128 6
0816 pf 04  1.095  0.130  1.103 5
0816 pf 05  1.040 -0.099  1.044 4
0816 pf 06 -0.787  0.511  0.938 8
0816 pf 07  1.028  1.242  1.612 6
0816 pf 08  0.575  0.544  0.792 5
0816 pf 09  0.118 -0.176  0.212 3
0816 pf 10  0.643 -0.095  0.650 4
0840 em 00  0.453  0.419  0.617 5
0840 cf 00 -0.001  0.226  0.226 7
0840 pf 01 -0.044  0.808  0.809 7
0840 pf 02  0.507 -0.131  0.524 4
0840 pf 03 -0.062  1.145  1.147 7
0840 pf 04  1.305  0.459  1.383 5
0840 pf 05  1.339 -0.483  1.424 4
0840 pf 06 -0.892  0.701  1.135 8
0840 pf 07  1.102  1.102  1.559 6
0840 pf 08  0.596  0.290  0.662 5
0840 pf 09  0.300  0.270  0.404 5
0840 pf 10  0.886  0.170  0.903 5
0864 em 00  0.375  0.396  0.545 6
0864 cf 00 -0.304 -0.078  0.314 1
0864 pf 01 -0.135  0.709  0.722 7
0864 pf 02  0.643 -0.013  0.643 4
0864 pf 03 -0.052  0.798  0.800 7
0864 pf 04  1.090  0.481  1.192 5
0864 pf 05  0.841 -0.393  0.928 4
0864 pf 06 -0.838  0.667  1.071 8
0864 pf 07  1.227  1.021  1.596 5
0864 pf 08  0.319  0.277  0.422 5
0864 pf 09  0.429  0.322  0.537 5
0864 pf 10  0.948  0.508  1.076 5
0888 em 00  0.240  0.376  0.446 6
0888 cf 00 -0.538 -0.149  0.558 1
0888 pf 01 -0.632  0.629  0.891 8
0888 pf 02  0.374 -0.041  0.376 4
0888 pf 03 -0.169  0.327  0.368 7
0888 pf 04  0.595  0.479  0.764 5
0888 pf 05  0.490  0.094  0.499 5
0888 pf 06 -0.533  0.505  0.734 8
0888 pf 07  1.326  0.939  1.625 5
0888 pf 08  0.268  0.394  0.476 6
0888 pf 09  0.260  0.206  0.332 5
0888 pf 10  1.230  0.704  1.417 5
0912 em 00  0.120  0.470  0.485 6
0912 cf 00 -0.556 -0.323  0.643 1
0912 pf 01 -0.712  0.641  0.958 8
0912 pf 02  0.042 -0.166  0.171 3
0912 pf 03 -0.242  0.409  0.475 7
0912 pf 04  0.195  0.480  0.518 6
0912 pf 05  0.728  0.524  0.897 5
0912 pf 06 -0.331  0.420  0.535 7
0912 pf 07  1.118  1.207  1.646 6
0912 pf 08  0.366  0.898  0.970 6
0912 pf 09 -0.080  0.153  0.173 7
0912 pf 10  0.816  0.863  1.187 6
0936 em 00 -0.087  0.458  0.467 7
0936 cf 00 -0.605 -0.481  0.773 1
0936 pf 01 -0.993  0.749  1.244 8
0936 pf 02 -0.267 -0.091  0.282 1
0936 pf 03 -0.530  0.464  0.704 8
0936 pf 04  0.030  0.533  0.534 6
0936 pf 05  0.453  0.572  0.730 6
0936 pf 06 -0.025  0.325  0.326 7
0936 pf 07  0.731  1.123  1.340 6
0936 pf 08  0.422  0.689  0.808 6
0936 pf 09 -0.437  0.139  0.458 8
0936 pf 10  0.312  0.946  0.997 6
0960 em 00 -0.132  0.455  0.474 7
0960 cf 00 -0.482 -0.569  0.746 2
0960 pf 01 -0.921  0.644  1.124 8
0960 pf 02 -0.131  0.283  0.312 7
0960 pf 03 -0.309  0.489  0.578 7
0960 pf 04 -0.204  0.645  0.677 7
0960 pf 05  0.232  0.718  0.754 6
0960 pf 06  0.286  0.290  0.407 6
0960 pf 07  0.411  1.110  1.184 6
0960 pf 08  0.387  0.411  0.564 6
0960 pf 09 -0.572 -0.100  0.581 1
0960 pf 10 -0.100  1.019  1.024 7
0984 em 00 -0.251  0.492  0.552 7
0984 cf 00 -0.477 -0.501  0.691 2
0984 pf 01 -1.081  0.482  1.184 8
0984 pf 02 -0.416  0.240  0.481 8
0984 pf 03 -0.546  0.354  0.651 8
0984 pf 04 -0.322  0.544  0.632 7
0984 pf 05  0.209  0.757  0.786 6
0984 pf 06  0.413  0.406  0.579 5
0984 pf 07  0.233  1.583  1.600 6
0984 pf 08  0.109  0.586  0.596 6
0984 pf 09 -0.542 -0.333  0.637 1
0984 pf 10 -0.282  1.224  1.256 7
1008 em 00 -0.406  0.528  0.666 7
1008 cf 00 -0.398 -0.536  0.668 2
1008 pf 01 -0.999  0.282  1.038 8
1008 pf 02 -0.418  0.192  0.460 8
1008 pf 03 -0.826  0.443  0.937 8
1008 pf 04 -0.595  0.563  0.819 8
1008 pf 05  0.203  0.921  0.943 6
1008 pf 06  0.335  1.020  1.074 6
1008 pf 07 -0.084  1.661  1.664 7
1008 pf 08 -0.498  0.271  0.567 8
1008 pf 09 -0.636 -0.420  0.762 1
1008 pf 10 -0.494  1.364  1.451 7
1032 em 00 -0.412  0.523  0.666 7
1032 cf 00  0.006 -0.601  0.601 3
1032 pf 01 -0.719  0.002  0.719 8
1032 pf 02 -0.639  0.239  0.683 8
1032 pf 03 -0.652  0.474  0.806 8
1032 pf 04 -1.004  0.540  1.140 8
1032 pf 05  0.430  0.984  1.074 6
1032 pf 06  0.412  1.058  1.135 6
1032 pf 07 -0.439  1.909  1.959 7
1032 pf 08 -0.580  0.062  0.583 8
1032 pf 09 -0.836 -0.304  0.890 1
1032 pf 10 -0.442  1.345  1.415 7
1056 em 00 -0.431  0.503  0.662 7
1056 cf 00  0.047 -0.695  0.697 3
1056 pf 01 -0.440  0.114  0.455 8
1056 pf 02 -0.832  0.019  0.832 8
1056 pf 03 -0.599  0.742  0.954 7
1056 pf 04 -1.276  0.375  1.330 8
1056 pf 05  0.719  0.932  1.177 6
1056 pf 06  0.145  1.016  1.026 6
1056 pf 07 -0.639  2.085  2.180 7
1056 pf 08 -0.602 -0.276  0.662 1
1056 pf 09 -0.816 -0.118  0.825 1
1056 pf 10 -0.390  1.287  1.344 7
1080 em 00 -0.409  0.427  0.591 7
1080 cf 00  0.020 -0.826  0.826 3
1080 pf 01 -0.521 -0.055  0.524 1
1080 pf 02 -0.799 -0.026  0.799 1
1080 pf 03 -1.005  0.706  1.228 8
1080 pf 04 -1.079  0.368  1.140 8
1080 pf 05  0.888  0.896  1.262 6
1080 pf 06  0.063  0.881  0.883 6
1080 pf 07 -0.538  1.977  2.049 7
1080 pf 08 -0.505 -0.691  0.856 2
1080 pf 09 -0.551  0.218  0.593 8
1080 pf 10 -0.436  1.185  1.262 7
1104 em 00 -0.463  0.365  0.590 8
1104 cf 00  0.192 -0.748  0.772 3
1104 pf 01 -0.358 -0.065  0.364 1
1104 pf 02 -0.837 -0.001  0.837 1
1104 pf 03 -1.302  0.605  1.435 8
1104 pf 04 -1.421  0.308  1.453 8
1104 pf 05  0.724  0.851  1.118 6
1104 pf 06 -0.140  0.926  0.936 7
1104 pf 07 -0.343  1.716  1.750 7
1104 pf 08 -0.432 -0.976  1.068 2
1104 pf 09 -0.703  0.233  0.741 8
1104 pf 10 -0.458  1.093  1.184 7
