ecmf prod rf 2017051700 20180517 11 046
0024 em 00  0.991 -1.699  1.967 3
0432 em 00  1.638 -0.168  1.647 4
0432 cf 00  1.417  0.002  1.417 5
0432 pf 01  2.186 -0.067  2.187 4
0432 pf 02  1.187 -0.490  1.284 4
0432 pf 03  1.017 -0.097  1.022 4
0432 pf 04  1.416 -0.389  1.469 4
0432 pf 05  2.360  0.236  2.372 5
0432 pf 06  1.560  0.116  1.565 5
0432 pf 07  1.491 -0.121  1.496 4
0432 pf 08  2.221 -0.409  2.258 4
0432 pf 09  1.382 -0.016  1.382 4
0432 pf 10  1.745 -0.601  1.845 4
0456 em 00  1.532  0.042  1.533 5
0456 cf 00  1.462  0.116  1.466 5
0456 pf 01  2.190 -0.043  2.191 4
0456 pf 02  0.837 -0.222  0.865 4
0456 pf 03  1.126 -0.036  1.127 4
0456 pf 04  1.223 -0.097  1.227 4
0456 pf 05  2.040  0.318  2.065 5
0456 pf 06  1.439  0.496  1.523 5
0456 pf 07  1.257  0.005  1.257 5
0456 pf 08  2.205 -0.092  2.207 4
0456 pf 09  1.156  0.217  1.176 5
0456 pf 10  1.923 -0.173  1.931 4
0480 em 00  1.464  0.282  1.491 5
0480 cf 00  1.492  0.167  1.501 5
0480 pf 01  2.197  0.363  2.226 5
0480 pf 02  0.785  0.059  0.787 5
0480 pf 03  1.249  0.377  1.304 5
0480 pf 04  1.151  0.211  1.171 5
0480 pf 05  1.818  0.480  1.881 5
0480 pf 06  1.207  0.653  1.372 5
0480 pf 07  1.453 -0.083  1.455 4
0480 pf 08  2.035  0.456  2.086 5
0480 pf 09  0.761  0.105  0.768 5
0480 pf 10  1.974  0.365  2.008 5
0504 em 00  1.403  0.508  1.492 5
0504 cf 00  1.486  0.407  1.541 5
0504 pf 01  2.300  0.759  2.422 5
0504 pf 02  0.653 -0.143  0.668 4
0504 pf 03  1.323  0.881  1.590 5
0504 pf 04  0.957  0.500  1.079 5
0504 pf 05  1.582  0.993  1.868 5
0504 pf 06  1.247  0.617  1.391 5
0504 pf 07  1.455  0.029  1.456 5
0504 pf 08  1.771  0.595  1.868 5
0504 pf 09  0.748  0.248  0.788 5
0504 pf 10  1.927  0.777  2.078 5
0528 em 00  1.253  0.753  1.462 5
0528 cf 00  1.461  0.804  1.668 5
0528 pf 01  1.899  0.788  2.057 5
0528 pf 02  0.560 -0.078  0.566 4
0528 pf 03  1.410  1.258  1.890 5
0528 pf 04  1.108  0.741  1.333 5
0528 pf 05  1.289  1.471  1.956 6
0528 pf 06  1.055  0.657  1.243 5
0528 pf 07  1.314  0.105  1.318 5
0528 pf 08  1.184  0.869  1.469 5
0528 pf 09  0.834  0.636  1.049 5
0528 pf 10  1.674  1.086  1.996 5
0552 em 00  1.094  0.973  1.464 5
0552 cf 00  1.041  0.963  1.418 5
0552 pf 01  1.686  0.926  1.923 5
0552 pf 02  0.340 -0.124  0.362 4
0552 pf 03  1.519  1.754  2.320 6
0552 pf 04  0.770  0.978  1.245 6
0552 pf 05  1.373  1.988  2.416 6
0552 pf 06  0.657  0.677  0.943 6
0552 pf 07  1.306  0.351  1.353 5
0552 pf 08  1.015  0.933  1.379 5
0552 pf 09  0.921  0.674  1.141 5
0552 pf 10  1.385  1.648  2.153 6
0576 em 00  0.877  1.106  1.411 6
0576 cf 00  0.554  0.903  1.060 6
0576 pf 01  1.691  1.020  1.975 5
0576 pf 02  0.268 -0.181  0.324 4
0576 pf 03  1.356  2.054  2.462 6
0576 pf 04  0.274  1.029  1.065 6
0576 pf 05  0.925  2.218  2.403 6
0576 pf 06  0.201  0.631  0.662 6
0576 pf 07  1.342  0.801  1.563 5
0576 pf 08  0.863  1.149  1.437 6
0576 pf 09  0.872  0.756  1.154 5
0576 pf 10  1.275  1.849  2.246 6
0600 em 00  0.572  1.246  1.371 6
0600 cf 00 -0.010  0.920  0.921 7
0600 pf 01  1.556  1.432  2.114 5
0600 pf 02  0.310 -0.150  0.344 4
0600 pf 03  1.183  2.040  2.358 6
0600 pf 04 -0.007  0.934  0.934 7
0600 pf 05  0.534  2.258  2.321 6
0600 pf 06 -0.354  0.704  0.788 7
0600 pf 07  1.105  1.482  1.848 6
0600 pf 08  0.571  1.305  1.424 6
0600 pf 09  0.555  0.975  1.122 6
0600 pf 10  0.812  1.868  2.037 6
0624 em 00  0.247  1.295  1.318 6
0624 cf 00 -0.368  1.016  1.081 7
0624 pf 01  1.095  1.567  1.912 6
0624 pf 02  0.447  0.071  0.452 5
0624 pf 03  0.588  1.827  1.919 6
0624 pf 04 -0.302  0.994  1.039 7
0624 pf 05  0.167  2.215  2.222 6
0624 pf 06 -0.490  0.839  0.972 7
0624 pf 07  0.935  1.939  2.153 6
0624 pf 08  0.134  1.198  1.206 6
0624 pf 09  0.240  0.844  0.877 6
0624 pf 10  0.231  1.790  1.805 6
0648 em 00 -0.005  1.164  1.164 7
0648 cf 00 -0.564  0.890  1.054 7
0648 pf 01  0.399  1.735  1.780 6
0648 pf 02  0.440  0.046  0.442 5
0648 pf 03  0.110  1.593  1.597 6
0648 pf 04 -0.402  0.919  1.003 7
0648 pf 05 -0.059  1.802  1.803 7
0648 pf 06 -0.263  0.871  0.910 7
0648 pf 07  0.723  1.857  1.993 6
0648 pf 08 -0.083  1.039  1.042 7
0648 pf 09 -0.086  0.484  0.491 7
0648 pf 10 -0.336  1.632  1.667 7
0672 em 00 -0.173  1.006  1.020 7
0672 cf 00 -0.774  0.594  0.976 8
0672 pf 01 -0.299  1.580  1.608 7
0672 pf 02  0.325 -0.055  0.329 4
0672 pf 03  0.171  1.554  1.564 6
0672 pf 04 -0.624  0.846  1.052 7
0672 pf 05 -0.077  1.362  1.364 7
0672 pf 06  0.037  0.686  0.687 6
0672 pf 07  0.640  1.734  1.849 6
0672 pf 08 -0.231  0.714  0.750 7
0672 pf 09 -0.454  0.619  0.767 7
0672 pf 10 -0.709  1.520  1.677 7
0696 em 00 -0.262  0.953  0.988 7
0696 cf 00 -0.868  0.435  0.971 8
0696 pf 01 -0.838  1.749  1.939 7
0696 pf 02 -0.198  0.106  0.224 8
0696 pf 03  0.250  1.478  1.499 6
0696 pf 04 -0.836  0.911  1.237 7
0696 pf 05 -0.087  1.243  1.246 7
0696 pf 06  0.376  0.495  0.621 6
0696 pf 07  0.584  1.435  1.549 6
0696 pf 08 -0.337  0.503  0.606 7
0696 pf 09 -0.207  0.762  0.790 7
0696 pf 10 -0.844  1.453  1.680 7
0720 em 00 -0.263  0.909  0.947 7
0720 cf 00 -0.749  0.553  0.931 8
0720 pf 01 -1.083  2.042  2.312 7
0720 pf 02 -0.272  0.102  0.290 8
0720 pf 03  0.482  1.386  1.467 6
0720 pf 04 -0.806  0.669  1.048 8
0720 pf 05 -0.084  1.183  1.186 7
0720 pf 06  0.482  0.166  0.510 5
0720 pf 07  0.515  1.505  1.591 6
0720 pf 08 -0.409  0.159  0.438 8
0720 pf 09 -0.186  0.591  0.620 7
0720 pf 10 -0.954  1.705  1.954 7
0744 em 00 -0.273  0.785  0.831 7
0744 cf 00 -0.586  0.602  0.840 7
0744 pf 01 -1.210  2.061  2.390 7
0744 pf 02 -0.171 -0.217  0.277 2
0744 pf 03  0.165  1.340  1.350 6
0744 pf 04 -0.535  0.390  0.662 8
0744 pf 05 -0.423  1.200  1.272 7
0744 pf 06  0.428 -0.121  0.445 4
0744 pf 07  0.197  1.396  1.410 6
0744 pf 08 -0.049 -0.035  0.060 1
0744 pf 09 -0.056  0.453  0.456 7
0744 pf 10 -0.963  1.597  1.864 7
0768 em 00 -0.290  0.713  0.770 7
0768 cf 00 -0.286  0.554  0.624 7
0768 pf 01 -1.421  2.133  2.563 7
0768 pf 02 -0.042 -0.548  0.550 2
0768 pf 03 -0.045  1.252  1.253 7
0768 pf 04 -0.379  0.140  0.404 8
0768 pf 05 -0.658  1.281  1.440 7
0768 pf 06  0.385 -0.353  0.522 4
0768 pf 07 -0.089  1.468  1.471 7
0768 pf 08  0.174  0.007  0.174 5
0768 pf 09  0.217  0.406  0.460 6
0768 pf 10 -1.256  1.502  1.958 7
0792 em 00 -0.298  0.635  0.701 7
0792 cf 00  0.016  0.333  0.334 6
0792 pf 01 -1.636  2.163  2.712 7
0792 pf 02  0.247 -0.470  0.531 3
0792 pf 03 -0.120  0.878  0.887 7
0792 pf 04 -0.308 -0.119  0.330 1
0792 pf 05 -0.755  1.298  1.502 7
0792 pf 06  0.373 -0.540  0.656 3
0792 pf 07 -0.679  1.523  1.667 7
0792 pf 08  0.412  0.173  0.447 5
0792 pf 09  0.468  0.392  0.610 5
0792 pf 10 -1.462  1.312  1.964 8
0816 em 00 -0.385  0.613  0.724 7
0816 cf 00 -0.130  0.117  0.176 8
0816 pf 01 -1.597  1.966  2.533 7
0816 pf 02  0.140 -0.260  0.296 3
0816 pf 03 -0.236  0.861  0.893 7
0816 pf 04 -0.439 -0.308  0.537 1
0816 pf 05 -0.545  1.243  1.357 7
0816 pf 06  0.300 -0.469  0.557 3
0816 pf 07 -0.983  1.348  1.668 7
0816 pf 08  0.339  0.318  0.465 5
0816 pf 09  0.473  0.442  0.647 5
0816 pf 10 -1.683  1.411  2.197 8
0840 em 00 -0.410  0.603  0.729 7
0840 cf 00 -0.333 -0.174  0.375 1
0840 pf 01 -1.340  1.626  2.107 7
0840 pf 02  0.310  0.154  0.346 5
0840 pf 03 -0.244  0.702  0.743 7
0840 pf 04 -0.614 -0.460  0.767 1
0840 pf 05 -0.423  1.099  1.177 7
0840 pf 06  0.445 -0.242  0.507 4
0840 pf 07 -1.313  1.329  1.868 7
0840 pf 08  0.133  0.458  0.477 6
0840 pf 09  0.354  0.668  0.757 6
0840 pf 10 -1.579  1.385  2.100 8
0864 em 00 -0.429  0.620  0.754 7
0864 cf 00 -0.499 -0.283  0.574 1
0864 pf 01 -1.372  1.135  1.781 8
0864 pf 02  0.338  0.212  0.399 5
0864 pf 03  0.013  0.821  0.821 6
0864 pf 04 -0.727 -0.131  0.739 1
0864 pf 05 -0.423  0.985  1.072 7
0864 pf 06  0.393 -0.012  0.393 4
0864 pf 07 -1.187  1.357  1.803 7
0864 pf 08  0.092  0.449  0.458 6
0864 pf 09  0.136  0.641  0.655 6
0864 pf 10 -1.538  1.535  2.173 8
0888 em 00 -0.558  0.646  0.854 7
0888 cf 00 -0.555 -0.237  0.604 1
0888 pf 01 -1.620  0.649  1.745 8
0888 pf 02 -0.015  0.274  0.275 7
0888 pf 03 -0.144  0.920  0.931 7
0888 pf 04 -0.619  0.164  0.640 8
0888 pf 05 -0.416  0.923  1.013 7
0888 pf 06  0.335 -0.200  0.390 4
0888 pf 07 -1.103  1.415  1.794 7
0888 pf 08 -0.392  0.774  0.867 7
0888 pf 09  0.022  0.951  0.951 6
0888 pf 10 -1.677  1.345  2.150 8
0912 em 00 -0.669  0.590  0.892 8
0912 cf 00 -0.613 -0.119  0.624 1
0912 pf 01 -1.787  0.152  1.793 8
0912 pf 02 -0.347  0.393  0.524 7
0912 pf 03 -0.445  1.012  1.105 7
0912 pf 04 -0.601 -0.034  0.602 1
0912 pf 05 -0.382  0.832  0.916 7
0912 pf 06  0.080  0.077  0.111 5
0912 pf 07 -1.068  1.166  1.581 7
0912 pf 08 -0.635  0.819  1.036 7
0912 pf 09  0.216  0.997  1.020 6
0912 pf 10 -1.801  1.023  2.071 8
0936 em 00 -0.790  0.575  0.977 8
0936 cf 00 -0.494  0.041  0.496 8
0936 pf 01 -1.783 -0.078  1.784 1
0936 pf 02 -0.211  0.608  0.644 7
0936 pf 03 -0.538  1.068  1.196 7
0936 pf 04 -0.799 -0.192  0.821 1
0936 pf 05 -0.885  0.740  1.154 8
0936 pf 06 -0.129  0.346  0.370 7
0936 pf 07 -1.099  0.850  1.389 8
0936 pf 08 -1.067  1.165  1.580 7
0936 pf 09  0.039  0.821  0.822 6
0936 pf 10 -1.754  0.748  1.907 8
0960 em 00 -0.738  0.499  0.891 8
0960 cf 00 -0.019  0.170  0.171 7
0960 pf 01 -1.716 -0.055  1.716 1
0960 pf 02 -0.092  0.329  0.342 7
0960 pf 03 -0.410  0.924  1.011 7
0960 pf 04 -0.811 -0.344  0.881 1
0960 pf 05 -1.135  0.668  1.317 8
0960 pf 06 -0.424  0.422  0.599 8
0960 pf 07 -1.115  0.432  1.196 8
0960 pf 08 -0.927  1.311  1.606 7
0960 pf 09  0.050  0.747  0.748 6
0960 pf 10 -1.562  0.674  1.701 8
0984 em 00 -0.686  0.320  0.757 8
0984 cf 00  0.304  0.040  0.306 5
0984 pf 01 -1.299 -0.168  1.310 1
0984 pf 02 -0.202 -0.036  0.205 1
0984 pf 03 -0.399  0.914  0.997 7
0984 pf 04 -0.657 -0.445  0.793 1
0984 pf 05 -1.194  0.222  1.214 8
0984 pf 06 -0.629  0.231  0.670 8
0984 pf 07 -0.974  0.209  0.997 8
0984 pf 08 -0.942  1.175  1.506 7
0984 pf 09 -0.167  0.682  0.702 7
0984 pf 10 -1.421  0.510  1.510 8
1008 em 00 -0.729  0.080  0.733 8
1008 cf 00  0.410 -0.086  0.419 4
1008 pf 01 -1.412 -0.301  1.444 1
1008 pf 02 -0.675 -0.437  0.804 1
1008 pf 03 -0.545  1.046  1.179 7
1008 pf 04 -0.655 -0.733  0.983 2
1008 pf 05 -1.091 -0.275  1.126 1
1008 pf 06 -0.633 -0.228  0.673 1
1008 pf 07 -0.743 -0.053  0.745 1
1008 pf 08 -0.982  0.994  1.398 7
1008 pf 09 -0.447  0.711  0.840 7
1008 pf 10 -1.260  0.065  1.261 8
1032 em 00 -0.708 -0.150  0.724 1
1032 cf 00  0.251 -0.344  0.426 3
1032 pf 01 -1.168 -0.407  1.237 1
1032 pf 02 -0.699 -0.397  0.804 1
1032 pf 03 -1.112  0.982  1.484 8
1032 pf 04 -0.629 -1.164  1.323 2
1032 pf 05 -0.916 -0.835  1.240 1
1032 pf 06 -0.671 -0.883  1.108 2
1032 pf 07 -0.358 -0.304  0.470 1
1032 pf 08 -0.971  0.860  1.297 8
1032 pf 09 -0.559  0.850  1.017 7
1032 pf 10 -0.941 -0.195  0.961 1
1056 em 00 -0.585 -0.184  0.613 1
1056 cf 00  0.061 -0.348  0.353 3
1056 pf 01 -1.165 -0.598  1.310 1
1056 pf 02 -0.417 -0.182  0.455 1
1056 pf 03 -1.241  0.915  1.542 8
1056 pf 04 -0.221 -1.378  1.396 2
1056 pf 05 -0.777 -0.880  1.174 2
1056 pf 06 -0.306 -1.089  1.131 2
1056 pf 07 -0.169 -0.096  0.194 1
1056 pf 08 -0.909  0.814  1.220 8
1056 pf 09 -0.768  0.852  1.147 7
1056 pf 10 -0.514 -0.210  0.556 1
1080 em 00 -0.494 -0.291  0.574 1
1080 cf 00  0.127 -0.347  0.369 3
1080 pf 01 -1.254 -0.580  1.381 1
1080 pf 02 -0.319 -0.358  0.480 2
1080 pf 03 -1.068  0.601  1.226 8
1080 pf 04  0.016 -1.372  1.372 3
1080 pf 05 -0.469 -1.129  1.223 2
1080 pf 06 -0.560 -1.075  1.212 2
1080 pf 07 -0.144 -0.135  0.197 1
1080 pf 08 -0.677  0.537  0.864 8
1080 pf 09 -0.782  0.784  1.107 7
1080 pf 10 -0.284 -0.284  0.401 2
1104 em 00 -0.377 -0.354  0.516 1
1104 cf 00  0.270 -0.290  0.396 3
1104 pf 01 -1.262 -0.386  1.320 1
1104 pf 02 -0.462 -0.540  0.711 2
1104 pf 03 -0.692  0.281  0.746 8
1104 pf 04  0.250 -1.212  1.237 3
1104 pf 05  0.050 -1.045  1.046 3
1104 pf 06 -0.533 -0.765  0.932 2
1104 pf 07 -0.013 -0.393  0.393 2
1104 pf 08 -0.610  0.277  0.670 8
1104 pf 09 -1.073  0.520  1.193 8
1104 pf 10 -0.015 -0.441  0.441 2
